question_id,dialogue,topics
579d62d3188cd61c1684e827,"How can I make the voices stop?. I don't remember when the voices in my head started, but I remember Hearing them when I was little. I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?","[""Anxiety""]"
56df766c095966e22a8c1499,"How do I stay when the spark is gone?. We had our first kid 15 years ago, and sex has been nonexistent ever since. It only happens every three or four months. We have been to counseling, and I have been told over and over again she will come around. She hasn't, and I'm intimately lonely! I think it's time to move on, but how do I do that without hurting my kids?","[""Intimacy"", ""Marriage""]"
5747c37ac792dd6c7063e45d,"How do I move past my depression from being separated from the military?. Two years ago, I was separated from the military into my contract for medical issues. It has emotionally destroyed me. I now basically hate myself. It's embarrassing to be separated from the one place who takes anyone. My family has been in the armed forces, and it has always been my dream. I can't do this alone anymore, and now my family is even worried","[""Depression""]"
5640eea189f229480fbaad0f,"How can I help my toddler with toilet training when he gags every time he sees his poop?. My toddler is having a real hard time with toilet training. He almost throws up every time he sees his poop. He gags and will not go on the toilet. We have tried a toilet chair and ring that goes on the big-boy toilet, but he refuses to use it. When he sits on the toilet, he just sits there forever and only will pee. He holds the poop in until he get up and then will poop in his diaper. I dump his diaper in the toilet and let him know that it is where it goes to try to encourage him. How can I help him get over this fear and passed the stress?","[""Parenting""]"
569d6905de405677109cb5cf,"I'm attracted to my boss.. I've been suppressing it for quite some time, but there are days when I can't make eye contact with her. I think she knows, and we both admitted there was some type of vibe, but the overall discussion was vague. I think she could possibly be dating someone that works with us. It's driving me crazy. As an act of expression, I have purchased a gift for her that's personalized. I haven't given it to her yet","[""Relationships""]"
56d7495bffed53b4492cff05,"My boyfriend says he doesn't like to do things with me because we fight too much.. He owns his own business. Sometimes, he stays out all night but doesn't tell me. We have a son together, and I get to stay home with him. He says I complain too much about what he's doing. We've been together a year and a half. I got pregnant after being together for a month. We moved in together when I had my son in July. Everything was great, and then he started the staying out. He then started not spending time with either of us. I just don't know if I'm doing something wrong. We've talked and he says this is just how he is, but he wasn't like this before","[""Intimacy"", ""Relationships""]"
586ea98c152ba8625f40045b,"How do I get my husband to listen to me?. I'm always listening to my husband, but it feels like he never listens to me. How do I get my husband to listen to me instead of me listening to him all the time?","[""Marriage"", ""Relationships""]"
567c9daca377e46d7ebe2b8a,"I feel like I can't control having inappropriate thoughts.. I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again","[""Human Sexuality"", ""Relationships""]"
573be0337d5e6b5321fad9dc,"How can my marriage be fixed?. I've only been married three months. Every week, we argue about something, and it seems to be getting worse","[""Marriage""]"
55849048e1d57a380899c160,"What do I do about a cousin who makes me feel belittled, insecure and frustrated?. Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed. I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship. What can I do?","[""Family Conflict""]"
55dbae2d0cc7953a25e7ecce,I want to get back with my kid's mother and be a family again. I regret ever hurting her and they mean the world to me. But it feels like nothing I do seem to work. I'll always love them no matter what and when I'm with them nothing else matters. I love them more then anything. I don't want another guy raising my kids,"[""Parenting"", ""Relationships""]"
56ae889c014e2eff2b4fee56,"How can I forgive myself?. Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me","[""Self-esteem""]"
58a34681152ba8625f4005fd,How can I be less stressed?. I need help knowing how to deal with stress. What can I do?,"[""Stress""]"
55d431424eadfb434bcb5bfa,I keep on changing my life when things get tough.. I've been like this ever since I was in school; back then I transferred to another school. Now I'm thinking about changing my job,"[""Anxiety""]"
55f10a2a0c3f27f1283336e0,"How can I get clarity for myself and move on in a healthy manner?. I have recently separated from my husband whom I have been with for 5 years. Throughout our 5 years together, I have stood by him through 2 affairs, him talking to other women while I was pregnant, his drug abuse and thru verbal and physical abuse","[""Relationships"", ""Self-esteem""]"
55d24f22be3e5a49443d1961,"My parents aren't letting my boyfriend and I talk or see each other while I'm pregnant. I’m a senior high school student. I’m also five months pregnant. I got pregnant by my boyfriend of three years. My parents don’t want us to communicate with each other. He can’t even come to visit my gynecologist. My mom goes to attend all of my doctor’s appointments. She’s supportive of me. I wish, though, that my boyfriend was next to me and be able to see his daughter on a sonogram, at the very least. My family does not understand that he deserves that much. I cry all the time because I feel lost and hopeless. I need guidance and I believe that you can give it to me. Am I wrong for wanting him around? Are they right for keeping him away from the appointments and not letting us communicate with each other even though we are the parents? I do everything that they ask of me. I just want him to be around. When I ask my parents to let him be here, they call me a selfish person. Please help me","[""Family Conflict"", ""Parenting"", ""Relationships""]"
56ba553e4e568f192e1bfb2b,"Am I a lesbian because I love a girl?. I’m in love with my friend who is also a girl. I fell in love with her in a few months. That was my first love. We used to talk for the whole day and night over the phone and on Facebook. I thought she had the same feelings for me, but I was wrong. I always wanted to touch her warmly and stay with her all my life. But all my dreams get broken apart after she got into a relationship with a guy. I’ve tried to be in relationship with guys, but I can’t be in love with them","[""Intimacy"", ""LGBTQ"", ""Relationships""]"
56d5d85d1f8f233e09696a58,"My boyfriend is always accusing me of not loving him.. I love him so much, and I don't know what to do","[""Intimacy"", ""Relationships""]"
5764bbdaca5745ed07aa14d2,"Why does my spouse tell me he doesn't want me, but also gets jealous of me?. My spouse decided he no longer wanted me six years ago. Things have deteriorated so badly that we have separated but still live in the same house. He says he despises the sight of me, wants to be with other women, and divorce. What I don't understand is that he says constantly that I have no feelings for him and gets absurdly jealous if I speak to another male. Why does he constantly do these behaviors? I might add he has been diagnosed with borderline personality disorder and as a narcissist","[""Intimacy"", ""Relationship Dissolution"", ""Relationships""]"
5749891ac792dd6c7063e4ba,"Is it possible that I have depression?. I'm starting to think that I might have depression. The thing is though, I'm not exactly sad. I can joke with my friends and stuff, but I've stopped caring about my work, and I've been starting to think that life is pointless. I really have no clue if I need help, or if I'm just tired or something","[""Depression""]"
577d87d67fe85f1465e20058,"My fiancé's ex-husband shows up unannounced.. he just walks in the house whenever he wants to see his kids. My fiancé tells me it makes her angry and doesn't like it, but she seems afraid to say anything to him about it for some reason. Is it okay for him to do this?","[""Family Conflict"", ""Parenting"", ""Relationship Dissolution"", ""Relationships""]"
579da45c188cd61c1684e82e,"How can I help myself and change my behavior?. I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why, I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it. How can I help myself to change my behavior?","[""Anxiety"", ""Behavioral Change""]"
564b54cd5e8030c4305b3117,"My boyfriend thinks he's perfect and puts his friends before me.. My boyfriend’s sneaky and puts his friends before me. He fights just to leave. One day, he's happy. The next, he's mean and blames me for everything. He can't admit faults. He thinks he's perfect and does no wrong","[""Relationships""]"
5719884e6720004c63d529e3,"What can I do about my dad being on drugs?. My dad is doing some really bad drugs, and I'm not allowed to see him anymore because of what he can do to me or my siblings on this drug. It has affected me tremendously in my life. It’s even caused me anger and stress","[""Family Conflict"", ""Stress""]"
561e7e12e88a65597bb56a8c,All I can do is cry and hate myself. I'm going through a majorly bad divorce and my wife is making things so impossible for me. I need help,"[""Relationship Dissolution"", ""Self-esteem""]"
567e2b9ca377e46d7ebe2bb3,"Why do I feel like I’m watching my life from a window?. I never feel like myself. I can’t even think straight anymore. I start stuttering and I can’t remember anything. I always get nervous and usually talk myself down but recently end up fighting with, what feels like, someone else. I don’t know why I feel this way, but I hate it","[""Anxiety"", ""Behavioral Change""]"
5747298ec792dd6c7063e445,"No matter what I do, my mom will almost always find something wrong with it.. My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","[""Family Conflict""]"
557ddc62b1b211b80376b675,How do I fix my marriage?. My wife just last week said she wants a divorce and it's all sudden. I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce. Should I fight for my family (daughter and wife)?,"[""Marriage"", ""Relationship Dissolution""]"
5670b5124c6f6bda188fb893,"How can I stop abusing alcohol?. I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others","[""Addiction""]"
57961cb0bc069dff6a5339b6,"Why do I always push my boyfriend away?. My boyfriend shows affection, but I just push him away. Every time my boyfriend tries to kiss, hug, or touch me I almost always push him away. I'm on birth control and it has killed my sex drive. I love him so much. Why do I do this?","[""Intimacy"", ""Relationships""]"
5756c49fc792dd6c7063e71f,How can I control myself and my anger?. I snap easy and push people away. I need help before I push my boyfriend away,"[""Anger Management"", ""Relationships""]"
576d73713c9e6b307a8ae5cc,"What's wrong with me for going to summer school?. It's the way my mom said I was worth nothing, stupid, no point of being in school. I'm ""lazy little fat.""","[""Family Conflict""]"
575a489ec792dd6c7063e790,"How can I get over my fear of accidental pregnancy to have sex again?. I am so terrified of having sex anymore because I have been told over and over that sex is dangerous even though me and my partner used both forms of protection. My partner is not happy about this and simply wants more sex, and honestly, I want to give that to her","[""Anxiety"", ""Human Sexuality"", ""Intimacy"", ""Relationships""]"
57646ab5ca5745ed07aa14c4,"How do I get my partner to stop verbally abusing me?. Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isn’t abuse, it’s just angry verbal bashing, and that it’s different. It gets worse each time. The names are very vulgar now","[""Intimacy"", ""Relationships""]"
55c644f94beecdd02c51e553,"Is it okay for my girlfriend to have sex with other men since I can’t sexually perform?. I am currently suffering from erectile dysfunction and have tried Viagra, Cialis, etc. Nothing seemed to work. My girlfriend of 3 years is very sexually frustrated. I told her that it is okay for her to have sex with other men. Is that really okay?","[""Human Sexuality"", ""Relationships""]"
5797b028b43cd7825e26e248,"Why do I feel like I'm always wrong in everything in my relationship?. My wife is always accusing me of cheating and telling me that I'm doing things she finds disrespectful even when I don't mean it like that. For example, she gets offended when I call someone at work ""sweetheart."" I wish I had a penny for every time she accused me of cheating on her. She doesn't, and never will say she was wrong. How do I get her to understand?","[""Marriage"", ""Relationships""]"
56f8964ab814e1ce46371938,"How do I tell my boyfriend I wanna be with him but not in a relationship?. I've been with him for a couple months. We will talk everyday and he will get mad over something I will say and not talk to me. We have our great moments, but I just need to focus on my personal situations, and I feel he is slowing me down with that. I still wanna be with him, but not now","[""Relationships""]"
5580b450a29507431fcd9eee,How do I start talking again after a fight?. I haven't uttered one word to my boyfriend in days. Now I'm over it and don't know how to approach the situation?,"[""Relationships""]"
5690e8f633a2cb5364e7b4e4,How do I become more self-confident in general?,"[""Self-esteem""]"
5760656c16780993511710ba,"Should I talk honestly to my brother about his girlfriend, risking our own relationship?. My older brother (in his 60s) started dating a lady with Asperger's. She is hyper-sexual and flirty. She does not understand boundaries. They’ve been dating for a few months, and she's talking marriage. Another sibling and his wife have met her, and they have said she is never invited back. My brother always picks similar ladies. Do we speak honestly and risk losing a relationship?","[""Family Conflict""]"
5737c4caaaeea25a1918b6e5,"How do I get over rape trauma syndrome?. I was kidnapped at fourteen and raped at gunpoint. The guy got six months. When the same thing happened with two ""friends"" at nineteen, I didn't even report it","[""Trauma""]"
568c765ae716b51523007c1f,"How to help my best friend get over a break up?. I'm a female freshman in high school, and this question is for my male best friend. At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date. He has been dating a really sweet senior girl for a month or two. I have nothing against her except for the fact that she has Tim's heart. He is convinced that they are in love, and maybe they are, but I don't really believe him. Lately, Tim had been expressing concern about what is going to happen when Sally leaves for college at the end of term this year. He's been asking me to help him with Sally and what girls like to show her how much he loves her. But he's also been thinking about breaking up with her just so they won't have to deal with it when she leaves. He seems really torn up about it, and I want to know what to say to him and how to help him once she leaves. He knows that I still crush on him. He doesn't rub it in my face. He's a good guy, but I want to actually help him out and recover before we think about maybe another relationship between us. How do I do that when the time comes? How do I support him and show him that I'm here without wanting to hook up? How do I make him feel better? He is convinced he's never going to be able to love anyone ever again, which I think is ridiculous","[""Relationships""]"
5776119072f4321a37b641c4,"Is screaming and cussing at your child considered emotional abuse?. My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?","[""Family Conflict"", ""Legal & Regulatory"", ""Parenting""]"
57490938c792dd6c7063e494,"Why am I so sad?. I have friends, family, I live in a good home, I go to a nice high school, and I get pretty good grades, but I don’t know why I'm so unhappy. These friends are my best friends and they’re all amazing people, and yet I'm sad all the time and feel alone","[""Depression""]"
56ef7ae6a2549bd957c94ad8,"How can I stop being so angry?. I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him","[""Anger Management""]"
579766b34a3c0cef34f02ada,I want to become a better man.. I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"[""Relationships""]"
567a47fe32307d3353f8f98c,"How can my boyfriend forgive me when I can't forgive myself?. I have been in a relationship with my boyfriend for about six years now. In the past, our relationship was difficult and frustrating. We argued a lot, and due to that, there was a lot of tension between us. We stayed together because we love each other and wanted to make it work. I used to party a lot, and several times I got into situations where I would end up kissing someone else. These situations were never more than just kissing. I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me. I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me. I can't seem to forgive myself. I'm overwhelmed with feelings of guilt and unworthiness","[""Relationships"", ""Self-esteem""]"
56a6c77e3d7e0415048ec2b8,"I'm not sure if I want to trust my husband again.. My husband used a lot of negative words to hurt me, and I moved out. He is seeing a counselor and wants another chance to make things right. I'm not sure if I trust that he will not go back to his old ways","[""Intimacy"", ""Marriage"", ""Relationship Dissolution""]"
561c6bd4e88a65597bb56a48,"Am I somehow stressing myself out?. I think I'm annoying and bothersome, but my girlfriend says I'm just fine. I don't think so, I think I'm stressing everyone else out","[""Anxiety""]"
568638e6e716b51523007b1c,"Why am I constantly angry?. I don't know what's with me. I'm almost constantly angry. Even when I'm happy, I still feel anger inside me. When I acknowledge it, it ruins my mood and takes over. I get angry at the littlest things. Even if I think someone said something they didn't, it infuriates me. Something perfectly normal can make me go off. When my anger flares up, I get a terrible pain in my chest that lasts for a while. It's like there is a fire constantly burning in my body, and anger is gasoline","[""Anger Management""]"
56979c6647d3646166253693,"Do I have social anxiety?. When I go to school, I feel like everyone is judging me, even my friends. I get overwhelmed which these thoughts and sometimes cannot get out of what I call a deep hole of thoughts. I barely go to any of our school dances because of all of the people. Not even when I am completely alone do these thoughts go away. I still feel like people can see me and are judging me","[""Anxiety"", ""Social Relationships""]"
564a68335e8030c4305b310d,"Is it wrong that I don't love or even like my sister?. I don’t love my sister. I would never wish her harm, but if I could, I would wish for us not to be related. Is this cruel? Why must blood mean we have to be friends? Am I being unreasonable and is there a way to fix this? I do care about her, like I do every human being, but I’d rather be with my friends than be with her at all. It’s not just a ""teenager phase."" I still love my mom and dad, and I’m very close to them. However, it’s my sister I don’t love or have ever really liked at all","[""Family Conflict""]"
57918848bc069dff6a5338b3,"I have difficulty with communication.. I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","[""Anxiety"", ""Stress""]"
56d41d489471b0b41ec68e75,My boyfriend is in the hospital. They won’t tell me what’s wrong and if or when he’s coming back,"[""Legal & Regulatory""]"
579f8d7d188cd61c1684e840,"Why am I experiencing dfficulty maintaining an erection?. A few years ago I was making love to my wife when for no known reason I lost my erection, Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage. I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to. What could be causing this, and what can I do about it?","[""Depression"", ""Human Sexuality"", ""Intimacy"", ""Relationships""]"
557a3994a9732755160c6ac8,"How do I cope and rebuild my life after ending an 11 year abusive marriage?. I am going through a divorce from a narcissistic sociopath who left me for another woman after mentally and emotionally abusing me for 11 years. I have moved to a different state and after giving up my successful business am working as a server at a restaurant. I’m coping as best as I can. Is it normal and healthy to not adapt as quickly and be as strong as I think I should be? I am astounded at his cruelty and how much he doesn't care, as well as most other people in my life. I feel like I don't exist to anyone anymore as there is no contact from anyone who I thought cared about me. My brother just said no to lending me a few hundred dollars for me to live on. I am losing faith in humanity itself","[""Relationship Dissolution""]"
56688858c4590e202d3f1f2f,"My fiancé is trying to hide that he's texting his ex-girlfriend.. My fiancé doesn't think I trust him because I was cheated on before. However, he hides his phone and has been texting his ex-girlfriend, who he has two kids with. What should I do?","[""Relationships""]"
575236fcc792dd6c7063e5d5,"How can I take care of my depression from a breakup?. I have been falling into a deep depression where I can no function during the day and night. The only time I am at peace is when I’m asleep. If I am with friends, family, at work, and mainly alone, I cannot think straight. I no longer feel like myself","[""Depression"", ""Relationship Dissolution""]"
569619928819c1553ffa7903,"Should my wife and I seek any kind of counseling if she is convinced our marriage is over and has turned romantic love into platonic love?. Over the course of a few days, my wife was unsure about her feelings for me due to constant intimacy issues. After she thought things through, she came to the realization that she is no longer ""in love"" or attracted romantically to me. She instead has more of a platonic love and just cares for me as just ""family."" At that point, she said our marriage was over. Now over the course of the last few days, she has taken a ""friendship"" from a coworker. She insists there is nothing more than friends, but she has spent all her free time with him","[""Intimacy"", ""Marriage""]"
5720221b2c93abc27110732a,"How can I care less about what people think?. I always feel the need to impress people, whether it's my family, the people at school, or just random people. I know that no matter what I do or how I change, there will always be some people who hate me. Why do I feel this way?","[""Self-esteem""]"
575265fac792dd6c7063e5dd,"My husband only has sex with me once a month or less.. I'm feeling rejected and frustrated. This is not new. The first month we were together, sex was about every day. Then it slowed down to once a month right away. I love my husband, but I am struggling with this","[""Human Sexuality"", ""Intimacy"", ""Marriage""]"
572ac2e3aaeea25a1918b493,"How do I get back on my feet while going through a bad divorce?. I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this?","[""Depression"", ""Relationship Dissolution""]"
579e400d188cd61c1684e835,Is it normal to go into therapy feeling nervous?. I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"[""Anxiety""]"
5768aa9d008fce8e73e1ebc6,I completely lost myself—how can I find myself again?. I've become so jaded that I can't control my thoughts. I cannot focus on anything and been having anxiety attacks,"[""Anxiety"", ""Depression""]"
55d7bd0ac724b5b66655bf7d,"I tell my husband I love him. But I don't believe it or feel it.. When having sex I think of other men and want other men all day long. Been married 3 years, together 14. What do you think?","[""Intimacy""]"
5714466c703efcb72f718985,"Do I have bipolar disorder?. It's been like a couple of years that I've been feeling like this. I don't want to self-diagnose, but I get so sad and cry and then I feel better. But then I get upset with people so quickly, and I hurt their feelings. It's this constant rollercoaster, and it's hard","[""Behavioral Change""]"
55d6bd42784e4b56070d3c70,"How do I cope with ""never being good enough?"". I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from. Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","[""Family Conflict"", ""Self-esteem""]"
56fdfb8ffa722cdf047f28a0,"I'm scared because my boyfriend is interested in BDSM.. I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse. We haven't tried it, but I've had this feeling he always wants to","[""Anxiety"", ""Human Sexuality""]"
5581329aa29507431fcd9f1c,"How will I check if there really is something wrong with me?. My boyfriend says I'm nuts. I need to get help because I get an overwhelming feeling that he is cheating on me. Whenever I try to talk with him about it, he always turns it around on me by telling me what I'm doing wrong. I know that accusing him does not help. When his whole demeanor shifts towards me, I can't help but think that something is wrong. Am I wrong for feeling this way? I try to talk with him to make it better. I let him know when I am feeling down. But I am not confident in these things. Two weeks ago a girl texted his phone 3 times trying to hook up with him. He texted her back with ""Sorry, I've been working. I just read your message."" The girl was trying to get him to call her at a time when he was at home with me. He texted her back with ""Don't text me anymore."" I don't feel like I am way out of the line. But I can't talk with him if all that he will say is that I'm crazy and I need help. What should I do? How will I go about checking if there really is something wrong with me?","[""Relationships""]"
5661253f0901991a77b20832,"I'm older and just experienced heartbreak.. After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain","[""Relationships""]"
57267371f90871f676cf4781,"My wife won't do things she used to do. There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person","[""Intimacy""]"
575a2ec6c792dd6c7063e78a,Why am I upset or down every day even when nothing is going on?. How can I get to a place where I can be content from day to day?,"[""Depression""]"
569a75d6de405677109cb555,"I'm depressed because my mother kicked me out after having a child.. I just had a newborn. When I brought him home, my mom told me to leave. Now I'm in a women's home. I don't see my boyfriend that often because he works. The women's place is helping me find an apartment so I can go back to work and get child care","[""Depression"", ""Family Conflict""]"
577fb7fa7fe85f1465e2009a,"I want help with how to deal with my abused daughter.. She refuses to talk to me and told my mom (her grand mother) that she is remembering things from the past. I don't know what to do. My daughter blames me and swears she hates me. My parents say I should just let my daughter live with her dad, but I don't see how I could fix things if I only see her every other weekend. What should I do?","[""Family Conflict"", ""Parenting""]"
568ff288946f1cbf3dc6a84a,"Should my step-daughters be told that their step-father has a child pornography addiction?. My husband’s ex-wife married a man who was charged with seven felony counts of pandering involving a minor. He, by his own admission, is addicted to child pornography. My step-daughters are now all teenagers. They do not know. My husband’s ex-wife has kept this information from my step-daughters. The step-father has had issues regarding his pornography addiction recently. The ex-wife minimizes it by saying that he has ""repented."" It is a constant strain on my husband, knowing that his girls are living with a man who is addicted to child pornography. My own therapist believes the girls should be told. The ex-wife says her therapist says the opposite","[""Family Conflict"", ""Parenting""]"
565fa2ef0901991a77b207fc,"Should I get back together with my ex-boyfriend who has trust issues?. My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, I lost the baby, and we did not speak for a few weeks. Now we are talking, and he says he loves me but is afraid I will hurt him ""again."" I just want to know where to go with this because I love him so much, and I want to get back to us being happy and a family","[""Relationships""]"
55d455264eadfb434bcb5c02,How do balance attention between my girlfriend and my dogs?. I have dog obsession disorder and I am having problems with my girlfriend because I am placing more importance to my two dogs over her. How do I get over this problem and prioritize my girlfriend over my two dogs?,"[""Relationships""]"
57059b70a9eb92e0426472b1,"How do I deal with all of my disorders?. I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medicine, but I feel worthless. I want to be normal","[""Anger Management"", ""Anxiety"", ""Stress"", ""Trauma""]"
579eb688188cd61c1684e83c,My mother is trying to control my life and I don't know what to do.. I am in my early 20s and I still live with my parents because I can't afford to live alone. My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?,"[""Family Conflict"", ""Parenting""]"
56724b5d1c0ef03721223715,"I'm studying abroad, and I'm depressed.. I'm supposed to stay here the rest of my academic life, but I've never liked it here, not even before I came. I’ve never felt like I belong, I’ve missed my country every second in the past four months, and I'm just miserable. I'm gaining weight, doing nothing, and crying for hours straight. Is it time to go back home or is it just culture shock?","[""Depression""]"
5748059ac792dd6c7063e46a,"What should I do when my parents won't let me see a therapist?. I think i may suffer from depression, and it is affecting my life and sleep. I am on my parent's insurance, and they won't let me see a therapist because they don't believe in it","[""Depression"", ""Family Conflict""]"
57992dbeb43cd7825e26e285,I Sometimes I feel like I hate myself.. I feel like I hate myself physically and emotionally sometimes. How can I start accepting myself and be more confident?,"[""Self-esteem""]"
5747e6bbc792dd6c7063e461,"Why am I so protective of my friends and family?. Any time my family and friends are in an altercation, I’m the one who steps in. I’m the one they call to fight for them. I do this even though I have a tough time trusting the people I’m fighting for. I’m only in my early 20s","[""Family Conflict"", ""Social Relationships""]"
561dd0d0e88a65597bb56a7c,"How do I cope or motivate myself without pain. When I'm not cutting, I'm drinking. When I try healthy outlets such as exercise, I end up running myself down into an asthma attack. From weapons, to words, I can't help but self harm. What am I supposed to do, how do I stop this cycle? I don't know how else to cope or motivate myself without pain","[""Self-esteem""]"
582a260d950e2507cf23dc1d,"Why doesn't any guy want to date me?. I have high functioning autism and I have been on a lot of dating sites like meet me, match, and zoosk. I haven't had any luck on any of the dating sites I have been on. I really want a boyfriend but I don't know what I should do. I just want to be in a relationship. How can I meet someone?","[""Relationships""]"
569fe48ade405677109cb63a,"I found my boyfriend talking to his ex-girlfriend.. About a month ago, I went through my boyfriend’s phone and found him messaging his ex-girlfriend that he was dating before me. He gave her a promise ring when they were together, and he still had it hiding in his memory box in our son’s room. I found many things on his phone, but that broke my heart the most. He deleted all the messages but two. I can't help thinking they were talking about the old times together or something like that. It really kills me, and I can't stop thinking about it","[""Intimacy"", ""Relationships""]"
56a1a7c320fd22722a53607a,"Can I go see a psychiatrist without my dad finding out, even if I am on his insurance?","[""Legal & Regulatory""]"
56860620e716b51523007b14,"Should I tell my kids that Santa is real after their dad told them he is not?. My ex-husband told my two adolescents that Santa doesn't exist on the day before Christmas. They are desperate to hold on to the magic of Christmas, but I don't know if it's right for me to lie to them and tell them that Santa is real. I don't want to let them down and make them lose out on those memories, but I also don't want to lose their trust","[""Parenting""]"
56745d0804038e557aecf465,"Should I break up with my live-in girlfriend?. I'm a male in my 20s. My girlfriend is in her late 30s. She's great. She's funny and smart, she has a big heart, and we have an excellent sex life. She recently moved in with me partially because she wanted to and partially because she had no place to go. We fight a lot. It’s mostly my fault, I must admit. She doesn't like my insecurity and lack of trust I have for her. I have trust issues. Also, I can't fathom why a woman like her is with me, so I'm always dreading when a better dude will come along. I don't think she's happy. She's very submissive and she loves me very much, but also the fact that she has nowhere to go must be influencing her decision to stay. I love her so much, but my jealousy is not likely to diminish. I never believed in the whole ""If you love them, let them go,"" but I do now. I really want her to be happy. Should I end it with her? She has no place to go so I feel like I can’t break up with her. I’m literally trapped","[""Relationships"", ""Self-esteem""]"
55fa06471c9509fb5a04c0ff,"My new husband is constantly talking to himself.. When I ask him who he is talking to, he tells me no one. But, it sounds like he is holding a conversation with someone. I have even accused him of having a secret cell phone. I ask so much, I feel like I am losing it. Is he trying to make me question my sanity, or is he talking to himself?","[""Relationships""]"
56c03875891894937e3c6ffc,"What can I do about my roommate's drinking problem?. My roommate has had a drinking problem for a while. She goes out, gets trashed, and then expects everyone to take care of her. The next morning, she apologizes constantly until she feels validated. She also thinks everyone hates her all the time. If I don't seem anything other than happy, she asks me ""Do you hate me? You hate me. Tell me you love me,"" and I feel like I have to pity her because she has also been suicidal before","[""Addiction"", ""Self-esteem"", ""Social Relationships""]"
57382f404eb3dd523a6db43e,"I'm starting to believe that I'm gay. In middle school and high school, my friends and family thought I was gay. I tried telling them, but they wouldn’t believe me. It almost feels like they wanted me to be. Now I’m actually starting to believe them. I know I wasn’t back then, and now I’m not sure anymore","[""LGBTQ""]"
